ÁREA,CARRERA,CIUDAD,AÑO,TIPO DE EDUCACIÓN,MATRICULADOS HOMBRES,MATRICULADOS MUJERES,NUEVOS HOMBRES,NUEVOS MUJERES,TITULADOS HOMBRES,TITULADOS MUJERES
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA EN ECOLOGIA Y MEDIO AMBIENTE,LA PAZ,2013,PRIVADA,200,166,162,164,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA AUTOMOTRIZ,LA PAZ,2013,PRIVADA,893,56,400,6,23,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,LA PAZ,2013,PUBLICA,354,443,128,174,8,4
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,ZOOTECNIA E INDUSTRIA PECUARIA,LA PAZ,2013,PUBLICA,49,63,46,68,0,0
CIENCIAS BASICAS Y NATURALES,BIOLOGIA,LA PAZ,2013,PUBLICA,117,222,38,36,6,15
CIENCIAS BASICAS Y NATURALES,CIENCIAS BASICAS Y APLICADAS,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,CIENCIAS MATEMATICAS,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,ESTADISTICA,LA PAZ,2013,PUBLICA,117,122,14,18,3,2
CIENCIAS BASICAS Y NATURALES,FISICA,LA PAZ,2013,PUBLICA,169,47,44,18,14,2
CIENCIAS BASICAS Y NATURALES,FISICA Y ENERGIAS ALTERNATIVAS,LA PAZ,2013,PUBLICA,37,18,26,6,0,0
CIENCIAS BASICAS Y NATURALES,MATEMATICAS,LA PAZ,2013,PUBLICA,273,165,64,62,4,3
CIENCIAS BASICAS Y NATURALES,QUIMICA,LA PAZ,2013,PUBLICA,93,111,26,26,6,12
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,LA PAZ,2013,PUBLICA,2152,2788,754,1052,38,62
CIENCIAS DE LA COMUNICACION,COMUNICACION AUDIOVISUAL,LA PAZ,2013,PRIVADA,70,32,42,20,3,1
CIENCIAS DE LA COMUNICACION,COMUNICACION PUBLICITARIA,LA PAZ,2013,PRIVADA,46,37,12,8,1,1
CIENCIAS DE LA COMUNICACION,PERIODISMO,LA PAZ,2013,PRIVADA,399,574,198,266,24,54
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACION DE HOTELERIA Y TURISMO,LA PAZ,2013,PRIVADA,256,369,112,216,6,27
CIENCIAS DE LA EDUCACION Y HUMANIDADES,BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,LA PAZ,2013,PUBLICA,295,515,86,138,25,52
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,LA PAZ,2013,PRIVADA,995,875,1742,914,121,157
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION,LA PAZ,2013,PUBLICA,1991,3957,454,902,17,40
CIENCIAS DE LA EDUCACION Y HUMANIDADES,CIENCIAS DE LA EDUCACION (PROGRAMA COMPLEMENTARIO PARA MAESTROS NORMALISTAS),LA PAZ,2013,PRIVADA,213,545,0,0,142,357
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION INTERCULTURAL BILINGÜE (CURSO COMPLEMENTARIO PARA PROFESORES EN EJERCICIO),LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,EDUCACION PARVULARIA,LA PAZ,2013,PUBLICA,25,786,18,736,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FILOSOFIA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FILOSOFIA,LA PAZ,2013,PUBLICA,236,125,72,36,6,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,GASTRONOMIA Y HOTELERIA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA,LA PAZ,2013,PUBLICA,428,344,124,116,4,1
CIENCIAS DE LA EDUCACION Y HUMANIDADES,HISTORIA DEL ARTE,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LINGÜISTICA AYMARA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LINGÜISTICA E IDIOMAS,LA PAZ,2013,PUBLICA,974,2353,274,738,15,44
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LITERATURA,LA PAZ,2013,PUBLICA,117,222,44,70,1,3
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PROGRAMA COMPLEMENTARIO EN EDUCACION FISICA (PARA PROFESORES DE EDUCACION FISICA),LA PAZ,2013,PRIVADA,204,338,130,202,6,4
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,LA PAZ,2013,PRIVADA,502,796,234,418,21,42
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,LA PAZ,2013,PUBLICA,673,2054,214,614,4,49
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TEOLOGIA Y FILOSOFIA INDIGENA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,LA PAZ,2013,PUBLICA,541,1288,266,686,12,48
CIENCIAS DE LA SALUD,BIOQUIMICA,LA PAZ,2013,PUBLICA,326,1195,128,422,12,89
CIENCIAS DE LA SALUD,ENFERMERIA,LA PAZ,2013,PUBLICA,183,2146,54,578,62,172
CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,LA PAZ,2013,PRIVADA,16,17,8,152,0,0
CIENCIAS DE LA SALUD,MEDICINA,LA PAZ,2013,PRIVADA,1057,1401,720,894,47,61
CIENCIAS DE LA SALUD,MEDICINA,LA PAZ,2013,PUBLICA,1844,2525,478,876,173,223
CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,LA PAZ,2013,PUBLICA,60,446,36,278,0,20
CIENCIAS DE LA SALUD,ODONTOLOGIA,LA PAZ,2013,PRIVADA,595,799,308,494,30,52
CIENCIAS DE LA SALUD,ODONTOLOGIA,LA PAZ,2013,PUBLICA,863,1496,192,432,105,149
CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,LA PAZ,2013,PUBLICA,265,662,68,126,27,90
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,LA PAZ,2013,PRIVADA,1788,1519,1208,924,88,97
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,LA PAZ,2013,PUBLICA,2281,2569,816,620,105,142
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION FINANCIERA,LA PAZ,2013,PRIVADA,290,206,128,106,3,4
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION PUBLICA Y MUNICIPAL,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CIENCIAS DEL DESARROLLO,LA PAZ,2013,PUBLICA,145,137,50,40,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,LA PAZ,2013,PRIVADA,1184,837,924,592,34,20
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,COMERCIO INTERNACIONAL,LA PAZ,2013,PUBLICA,215,239,366,320,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,LA PAZ,2013,PRIVADA,1842,1971,1544,1548,79,109
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,LA PAZ,2013,PUBLICA,3163,5426,978,1970,187,318
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,LA PAZ,2013,PRIVADA,239,189,80,56,15,14
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,LA PAZ,2013,PUBLICA,1904,1794,576,664,81,58
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,FINANZAS Y RELACIONES INTERNACIONALES,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,LA PAZ,2013,PRIVADA,2470,2360,1936,1670,109,129
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,LA PAZ,2013,PRIVADA,398,302,258,174,3,2
CIENCIAS SOCIALES,ANTROPOLOGIA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,ANTROPOLOGIA - ARQUEOLOGIA,LA PAZ,2013,PUBLICA,352,334,76,64,8,8
CIENCIAS SOCIALES,ARQUEOLOGIA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,CIENCIAS POLITICAS,LA PAZ,2013,PRIVADA,121,114,44,26,6,7
CIENCIAS SOCIALES,CIENCIAS POLITICAS,LA PAZ,2013,PUBLICA,732,462,166,128,35,21
CIENCIAS SOCIALES,DERECHO,LA PAZ,2013,PRIVADA,4003,3540,2340,1838,203,236
CIENCIAS SOCIALES,DERECHO,LA PAZ,2013,PUBLICA,8077,6393,1642,1588,398,338
CIENCIAS SOCIALES,RELACIONES INTERNACIONALES,LA PAZ,2013,PRIVADA,7,32,16,20,0,1
CIENCIAS SOCIALES,SOCIOLOGIA,LA PAZ,2013,PUBLICA,676,534,112,86,8,3
CIENCIAS SOCIALES,TRABAJO SOCIAL,LA PAZ,2013,PRIVADA,8,41,0,0,0,0
CIENCIAS SOCIALES,TRABAJO SOCIAL,LA PAZ,2013,PUBLICA,301,3377,88,828,3,79
INGENIERIA Y TECNOLOGIA,ADMINISTRACION DE SISTEMAS DE INFORMACION,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,ELECTROMECANICA,LA PAZ,2013,PUBLICA,799,37,196,8,9,1
INGENIERIA Y TECNOLOGIA,ELECTRONICA Y TELECOMUNICACIONES,LA PAZ,2013,PUBLICA,1703,226,342,48,25,8
INGENIERIA Y TECNOLOGIA,INFORMATICA,LA PAZ,2013,PUBLICA,2254,987,360,120,115,68
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,LA PAZ,2013,PUBLICA,56,76,56,74,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AUTOTRONICA,LA PAZ,2013,PUBLICA,382,49,416,38,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA BIOMEDICA,LA PAZ,2013,PRIVADA,53,42,30,40,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,LA PAZ,2013,PRIVADA,1549,354,956,154,85,40
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,LA PAZ,2013,PUBLICA,2256,597,598,238,67,18
INGENIERIA Y TECNOLOGIA,INGENIERIA DE CONSTRUCCIONES,LA PAZ,2013,PRIVADA,0,0,6,6,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE LA PRODUCCION,LA PAZ,2013,PRIVADA,27,26,44,28,1,6
INGENIERIA Y TECNOLOGIA,INGENIERIA DE MINAS Y METALURGIA,LA PAZ,2013,PRIVADA,2,0,4,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,LA PAZ,2013,PRIVADA,2967,958,1634,456,181,62
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,LA PAZ,2013,PUBLICA,1129,500,598,262,10,4
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS INFORMATICOS,LA PAZ,2013,PRIVADA,103,44,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS Y GERENCIA CORPORATIVA,LA PAZ,2013,PRIVADA,4,1,70,12,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SOFTWARE (PROGRAMA COMPLEMENTARIO PARA EGRESADOS DE CENACO -CEIN),LA PAZ,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,LA PAZ,2013,PRIVADA,304,247,180,76,25,13
INGENIERIA Y TECNOLOGIA,INGENIERIA DEL MEDIO AMBIENTE,LA PAZ,2013,PRIVADA,202,264,46,92,15,42
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA,LA PAZ,2013,PUBLICA,996,99,318,32,29,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTROMECANICA,LA PAZ,2013,PRIVADA,68,5,56,6,2,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,LA PAZ,2013,PUBLICA,1843,296,524,72,48,6
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y DE SISTEMAS,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA Y TELECOMUNICACIONES,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GEODESIA Y TOPOGRAFIA,LA PAZ,2013,PRIVADA,123,20,62,2,16,7
INGENIERIA Y TECNOLOGIA,INGENIERIA EN PRODUCCION Y COMERCIALIZACION AGROPECUARIA,LA PAZ,2013,PUBLICA,406,445,162,236,5,6
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOGRAFICA,LA PAZ,2013,PUBLICA,670,223,154,72,23,7
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOLOGICA,LA PAZ,2013,PUBLICA,278,154,82,80,5,3
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,LA PAZ,2013,PUBLICA,666,522,122,106,16,23
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL Y DE SISTEMAS,LA PAZ,2013,PRIVADA,26,15,14,10,1,2
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA Y ELECTROMECANICA,LA PAZ,2013,PUBLICA,800,44,182,16,20,1
INGENIERIA Y TECNOLOGIA,INGENIERIA METALURGICA Y DE MATERIALES,LA PAZ,2013,PUBLICA,165,66,58,24,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA,LA PAZ,2013,PRIVADA,244,208,124,88,28,16
INGENIERIA Y TECNOLOGIA,INGENIERIA PETROLERA,LA PAZ,2013,PUBLICA,931,527,388,244,26,9
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,LA PAZ,2013,PUBLICA,543,690,106,148,11,30
INGENIERIA Y TECNOLOGIA,MECANICA AUTOMOTRIZ,LA PAZ,2013,PUBLICA,1032,55,338,30,8,0
INGENIERIA Y TECNOLOGIA,MECANICA INDUSTRIAL,LA PAZ,2013,PUBLICA,276,11,82,0,4,0
INGENIERIA Y TECNOLOGIA,QUIMICA INDUSTRIAL,LA PAZ,2013,PUBLICA,315,632,62,192,13,7
OTROS OFICIOS,ADMINISTRACION POLICIAL,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,INGENIERIA DE TRANSITO Y VIALIDAD,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,INVESTIGACION CRIMINAL,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
OTROS OFICIOS,LIDERAZGO PASTORAL,LA PAZ,2013,PRIVADA,15,4,2,0,0,0
OTROS OFICIOS,ORDEN Y SEGURIDAD,LA PAZ,2013,PRIVADA,813,148,1626,296,813,148
"ARQUITECTURA, URBANISMO Y ARTE",DIRECCION DE CINE,LA PAZ,2013,PRIVADA,0,0,0,0,1,0
"ARQUITECTURA, URBANISMO Y ARTE",DISEÑO GRAFICO Y COMUNICACION SOCIAL,LA PAZ,2013,PRIVADA,195,207,80,106,13,18
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,AGRONOMIA,LA PAZ,2013,PRIVADA,177,81,38,26,11,5
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,LA PAZ,2013,PRIVADA,14,9,0,0,1,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA Y ZOOTECNIA,LA PAZ,2013,PRIVADA,247,234,76,88,15,21
CIENCIAS DE LA COMUNICACION,RELACIONES PUBLICAS,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,LITERATURA,LA PAZ,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA (PROGRAMA DE MEJORAMIENTO DOCENTE),LA PAZ,2013,PRIVADA,5,37,0,14,0,0
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,LA PAZ,2013,PRIVADA,201,538,192,364,1,21
CIENCIAS DE LA SALUD,ENFERMERIA,LA PAZ,2013,PRIVADA,170,574,48,212,1,57
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,LA PAZ,2013,PRIVADA,128,312,90,178,8,23
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA,LA PAZ,2013,PRIVADA,253,288,184,186,6,14
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CREACION Y DESARROLLO DE EMPRESAS,LA PAZ,2013,PRIVADA,109,72,36,10,3,1
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,NEGOCIOS INTERNACIONALES,LA PAZ,2013,PRIVADA,115,160,38,52,2,3
INGENIERIA Y TECNOLOGIA,INGENIERIA DE ALIMENTOS,LA PAZ,2013,PRIVADA,17,31,2,4,0,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SONIDO,LA PAZ,2013,PRIVADA,183,13,208,12,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRONICA,LA PAZ,2013,PRIVADA,445,34,474,24,13,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,LA PAZ,2013,PRIVADA,573,390,152,122,72,35
INGENIERIA Y TECNOLOGIA,INGENIERIA MECATRONICA,LA PAZ,2013,PRIVADA,227,29,128,10,13,2
INGENIERIA Y TECNOLOGIA,INGENIERIA QUIMICA,LA PAZ,2013,PRIVADA,66,56,56,38,2,3
"ARQUITECTURA, URBANISMO Y ARTE",ARQUITECTURA,ORURO,2013,PUBLICA,573,265,168,122,42,15
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,DESARROLLO RURAL,ORURO,2013,PUBLICA,90,69,44,60,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,FITOTECNIA,ORURO,2013,PUBLICA,214,199,34,62,26,17
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROINDUSTRIAL,ORURO,2013,PUBLICA,50,71,8,32,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA Y ZOOTECNIA,ORURO,2013,PUBLICA,149,178,66,110,5,2
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,ORURO,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS DE LA COMUNICACION,CIENCIAS DE LA COMUNICACION SOCIAL,ORURO,2013,PUBLICA,311,339,120,132,25,46
CIENCIAS DE LA EDUCACION Y HUMANIDADES,ADMINISTRACIÓN EDUCATIVA Y ASESORÍA PEDAGÓGICA (PROGRAMA COMPLEMENTARIO PARA PERSONAL EN SERVICIO),ORURO,2013,PRIVADA,0,0,0,0,5,5
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PSICOLOGIA,ORURO,2013,PRIVADA,264,269,36,36,2,8
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,ORURO,2013,PRIVADA,52,20,6,10,0,1
CIENCIAS DE LA SALUD,BIOQUIMICA Y FARMACIA,ORURO,2013,PRIVADA,59,389,6,32,1,30
CIENCIAS DE LA SALUD,ENFERMERIA,ORURO,2013,PRIVADA,6,88,0,16,0,5
CIENCIAS DE LA SALUD,ENFERMERIA,ORURO,2013,PUBLICA,35,676,16,268,3,122
CIENCIAS DE LA SALUD,FISIOTERAPIA,ORURO,2013,PRIVADA,103,165,72,96,18,20
CIENCIAS DE LA SALUD,MEDICINA,ORURO,2013,PRIVADA,321,464,100,116,13,17
CIENCIAS DE LA SALUD,MEDICINA,ORURO,2013,PUBLICA,853,1030,246,360,56,96
CIENCIAS DE LA SALUD,ODONTOLOGIA,ORURO,2013,PRIVADA,308,433,64,48,3,10
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,ORURO,2013,PRIVADA,22,43,22,14,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,ORURO,2013,PUBLICA,443,544,106,160,31,54
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,AUDITORIA,ORURO,2013,PRIVADA,15,27,4,26,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,ORURO,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,ORURO,2013,PUBLICA,699,1617,168,536,33,101
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA E INGENIERIA COMERCIAL,ORURO,2013,PUBLICA,735,1001,258,488,33,41
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,ORURO,2013,PRIVADA,119,109,26,60,3,7
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,MARKETING Y PUBLICIDAD,ORURO,2013,PRIVADA,0,0,0,0,0,0
CIENCIAS SOCIALES,ANTROPOLOGIA,ORURO,2013,PUBLICA,146,197,48,38,7,5
CIENCIAS SOCIALES,DERECHO,ORURO,2013,PRIVADA,130,205,56,82,32,27
CIENCIAS SOCIALES,DERECHO,ORURO,2013,PUBLICA,1541,1559,484,546,158,184
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,ORURO,2013,PUBLICA,1714,402,320,98,32,5
INGENIERIA Y TECNOLOGIA,INGENIERIA DE PROCESOS QUIMICOS,ORURO,2013,PUBLICA,176,340,66,102,4,8
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,ORURO,2013,PRIVADA,36,164,36,112,0,1
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS E INFORMATICA,ORURO,2013,PUBLICA,640,292,164,62,14,8
INGENIERIA Y TECNOLOGIA,INGENIERIA DE TELECOMUNICACIONES,ORURO,2013,PRIVADA,3,13,18,64,0,1
INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA E INGENIERIA ELECTRONICA,ORURO,2013,PUBLICA,833,127,156,26,20,2
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GAS Y PETROLEO,ORURO,2013,PRIVADA,7,128,70,44,1,0
INGENIERIA Y TECNOLOGIA,INGENIERIA EN GESTION AMBIENTAL,ORURO,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA GEOLOGICA,ORURO,2013,PUBLICA,141,69,56,10,5,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,ORURO,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA INDUSTRIAL,ORURO,2013,PUBLICA,289,424,72,112,8,3
INGENIERIA Y TECNOLOGIA,INGENIERIA MECANICA Y ELECTROMECANICA,ORURO,2013,PUBLICA,1063,48,290,16,17,0
INGENIERIA Y TECNOLOGIA,INGENIERIA METALURGICA Y DE MATERIALES,ORURO,2013,PUBLICA,415,135,184,78,10,2
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,INGENIERIA AGROFORESTAL,PANDO,2013,PUBLICA,12,157,22,2,6,1
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,MEDICINA VETERINARIA Y ZOOTECNIA,PANDO,2013,PRIVADA,28,7,30,6,0,0
CIENCIAS AGRICOLAS PECUARIAS Y FORESTALES,VETERINARIA Y ZOOTECNIA,PANDO,2013,PUBLICA,0,0,0,0,0,0
CIENCIAS BASICAS Y NATURALES,BIOLOGIA,PANDO,2013,PUBLICA,21,49,6,12,3,0
CIENCIAS DE LA COMUNICACION,COMUNICACION SOCIAL,PANDO,2013,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,FORMACION DOCENTE,PANDO,2013,PUBLICA,0,0,0,0,0,0
CIENCIAS DE LA EDUCACION Y HUMANIDADES,PEDAGOGIA,PANDO,2013,PUBLICA,5,5,0,0,12,11
CIENCIAS DE LA EDUCACION Y HUMANIDADES,TURISMO,PANDO,2013,PUBLICA,30,71,0,0,5,9
CIENCIAS DE LA SALUD,ENFERMERIA,PANDO,2013,PRIVADA,5,15,6,22,0,0
CIENCIAS DE LA SALUD,ENFERMERIA,PANDO,2013,PUBLICA,25,158,10,136,1,10
CIENCIAS DE LA SALUD,FISIOTERAPIA Y KINESIOLOGIA,PANDO,2013,PRIVADA,3,10,6,20,0,0
CIENCIAS DE LA SALUD,MEDICINA,PANDO,2013,PRIVADA,121,89,182,132,0,0
CIENCIAS DE LA SALUD,MEDICINA,PANDO,2013,PUBLICA,249,373,430,646,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,PANDO,2013,PRIVADA,5,6,10,8,0,0
CIENCIAS DE LA SALUD,ODONTOLOGIA,PANDO,2013,PUBLICA,84,136,54,96,1,2
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ADMINISTRACION DE EMPRESAS,PANDO,2013,PUBLICA,265,258,48,42,4,4
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,CONTADURIA PUBLICA,PANDO,2013,PUBLICA,96,124,8,22,6,2
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,ECONOMIA,PANDO,2013,PUBLICA,0,0,36,58,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,PANDO,2013,PRIVADA,18,5,30,8,0,0
CIENCIAS ECONOMICAS FINANCIERAS Y ADMINISTRATIVAS,INGENIERIA COMERCIAL,PANDO,2013,PUBLICA,181,178,62,42,0,0
CIENCIAS SOCIALES,CIENCIAS POLITICAS,PANDO,2013,PUBLICA,29,28,14,56,2,2
CIENCIAS SOCIALES,DERECHO,PANDO,2013,PRIVADA,12,5,4,8,0,0
CIENCIAS SOCIALES,DERECHO,PANDO,2013,PUBLICA,287,180,120,36,9,4
CIENCIAS SOCIALES,TRABAJO SOCIAL,PANDO,2013,PUBLICA,35,205,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA AMBIENTAL,PANDO,2013,PUBLICA,66,58,26,10,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA CIVIL,PANDO,2013,PUBLICA,160,45,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,PANDO,2013,PRIVADA,0,0,0,0,0,0
INGENIERIA Y TECNOLOGIA,INGENIERIA DE SISTEMAS,PANDO,2013,PUBLICA,155,46,50,8,0,0
